Store,Date,Month,Year,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
9,08-10-2010,October,2010,505069.21,0,65.35,2.63,215.29,6.56
9,15-10-2010,October,2010,454769.68,0,67.36,2.72,215.36,6.56
9,22-10-2010,October,2010,466322.76,0,69.99,2.73,215.41,6.56
9,29-10-2010,October,2010,508801.61,0,64.43,2.72,215.46,6.56
9,05-11-2010,November,2010,517869.97,0,58.69,2.69,215.51,6.56
9,12-11-2010,November,2010,520846.68,0,61.59,2.73,215.56,6.56
9,19-11-2010,November,2010,519823.3,0,49.96,2.77,215.44,6.56
9,26-11-2010,November,2010,768070.53,1,60.18,2.74,215.29,6.56
9,03-12-2010,December,2010,578164.82,0,49.89,2.71,215.14,6.56
9,10-12-2010,December,2010,618121.82,0,46.1,2.84,215,6.56
9,17-12-2010,December,2010,685243.2,0,49.7,2.87,214.93,6.56
9,24-12-2010,December,2010,873347.55,0,50.93,2.89,214.93,6.56
9,31-12-2010,December,2010,459770.85,1,45.92,2.94,214.93,6.56
9,07-01-2011,January,2011,490981.78,0,41.82,2.98,214.92,6.42
9,14-01-2011,January,2011,458086.69,0,36.43,2.98,214.97,6.42
9,21-01-2011,January,2011,454021.69,0,44.72,3.02,215.36,6.42
9,28-01-2011,January,2011,463561.48,0,43.9,3.01,215.74,6.42
9,04-02-2011,February,2011,544612.28,0,31.82,2.99,216.12,6.42
9,11-02-2011,February,2011,555279.02,1,34.13,3.02,216.5,6.42
9,18-02-2011,February,2011,610985.56,0,58.5,3.05,216.82,6.42
9,25-02-2011,February,2011,513107.2,0,59.01,3.07,217.11,6.42
9,04-03-2011,March,2011,542016.18,0,60.67,3.29,217.4,6.42
9,11-03-2011,March,2011,517783.5,0,54.75,3.46,217.7,6.42
9,18-03-2011,March,2011,515226.11,0,63.82,3.49,217.96,6.42
9,25-03-2011,March,2011,497488.4,0,68.79,3.47,218.2,6.42
9,01-04-2011,April,2011,520962.14,0,56.12,3.52,218.45,6.38
9,08-04-2011,April,2011,561625.92,0,71.4,3.62,218.69,6.38
9,15-04-2011,April,2011,528420.28,0,71.9,3.74,218.91,6.38
9,22-04-2011,April,2011,549502.11,0,72.35,3.81,219.09,6.38
9,29-04-2011,April,2011,532226.2,0,70.85,3.81,219.26,6.38
9,06-05-2011,May,2011,545251.1,0,62.2,3.91,219.43,6.38
9,13-05-2011,May,2011,539126,0,77.66,3.9,219.6,6.38
9,20-05-2011,May,2011,518266.9,0,70.49,3.91,219.36,6.38
9,27-05-2011,May,2011,553834.04,0,80.42,3.79,219.12,6.38
9,03-06-2011,June,2011,587004.29,0,85.8,3.7,218.88,6.38
9,10-06-2011,June,2011,550076.32,0,85.81,3.65,218.64,6.38
9,17-06-2011,June,2011,558671.14,0,89.15,3.64,218.59,6.38
9,24-06-2011,June,2011,538745.93,0,86.74,3.59,218.68,6.38
9,01-07-2011,July,2011,537064.03,0,89.14,3.52,218.78,6.4
9,08-07-2011,July,2011,535983.13,0,89.04,3.48,218.88,6.4
9,15-07-2011,July,2011,512834.04,0,90.45,3.58,218.96,6.4
9,22-07-2011,July,2011,491449.94,0,89.08,3.65,219.02,6.4
9,29-07-2011,July,2011,471449.98,0,91.1,3.68,219.08,6.4
9,05-08-2011,August,2011,554879.67,0,91.52,3.68,219.13,6.4
9,12-08-2011,August,2011,520284.79,0,91.63,3.64,219.19,6.4
9,19-08-2011,August,2011,540819.44,0,85.8,3.55,219.26,6.4
9,26-08-2011,August,2011,542663.53,0,88.95,3.52,219.32,6.4
9,02-09-2011,September,2011,544643.33,0,89.33,3.53,219.38,6.4
9,09-09-2011,September,2011,528784.86,1,75.65,3.55,219.45,6.4
9,16-09-2011,September,2011,500274.03,0,77.95,3.53,219.63,6.4
9,23-09-2011,September,2011,506743.78,0,74.42,3.47,219.97,6.4
9,30-09-2011,September,2011,508567.04,0,78.45,3.36,220.32,6.4
9,07-10-2011,October,2011,553836.98,0,72.62,3.29,220.66,6.05
9,14-10-2011,October,2011,529515.66,0,67.27,3.27,220.98,6.05
9,21-10-2011,October,2011,557075.21,0,65.46,3.35,221.15,6.05
9,28-10-2011,October,2011,548527.49,0,63.96,3.37,221.32,6.05
9,04-11-2011,November,2011,597855.07,0,54.46,3.33,221.48,6.05
9,11-11-2011,November,2011,594574.12,0,58.28,3.3,221.65,6.05
9,18-11-2011,November,2011,542414.27,0,58.8,3.31,221.88,6.05
9,25-11-2011,November,2011,814753.5,1,54.32,3.24,222.14,6.05
9,02-12-2011,December,2011,613115.21,0,46.84,3.17,222.4,6.05
9,09-12-2011,December,2011,630327.28,0,37.65,3.16,222.66,6.05
9,16-12-2011,December,2011,705557.97,0,47.31,3.16,222.88,6.05
9,23-12-2011,December,2011,905324.68,0,44.43,3.11,223.07,6.05
9,30-12-2011,December,2011,549788.36,1,43.41,3.13,223.25,6.05
9,06-01-2012,January,2012,519585.67,0,47.54,3.16,223.43,5.67
9,13-01-2012,January,2012,474964.6,0,42.44,3.26,223.62,5.67
9,20-01-2012,January,2012,480130.04,0,51.56,3.27,223.71,5.67
9,27-01-2012,January,2012,482451.21,0,49.38,3.29,223.81,5.67
9,03-02-2012,February,2012,549967.89,0,54.43,3.36,223.9,5.67
9,10-02-2012,February,2012,609736.12,1,44.03,3.41,224,5.67
9,17-02-2012,February,2012,658965.05,0,43.81,3.51,224.16,5.67
9,24-02-2012,February,2012,563578.79,0,53.67,3.56,224.37,5.67
9,02-03-2012,March,2012,619498.28,0,57.2,3.63,224.59,5.67
9,09-03-2012,March,2012,574955.95,0,54.03,3.67,224.8,5.67
9,16-03-2012,March,2012,550373.57,0,59.94,3.73,224.96,5.67
9,23-03-2012,March,2012,550791.32,0,58.79,3.79,225.03,5.67
9,30-03-2012,March,2012,574985.37,0,67.87,3.85,225.11,5.67
9,06-04-2012,April,2012,677885.99,0,68.83,3.89,225.18,5.54
9,13-04-2012,April,2012,578539.86,0,69.19,3.89,225.26,5.54
9,20-04-2012,April,2012,542819.03,0,68.04,3.88,225.31,5.54
9,27-04-2012,April,2012,550414.99,0,73.07,3.81,225.37,5.54
9,04-05-2012,May,2012,586289.08,0,78.98,3.75,225.42,5.54
9,11-05-2012,May,2012,592572.3,0,70.94,3.69,225.48,5.54
9,18-05-2012,May,2012,571463.93,0,69.52,3.63,225.49,5.54
9,25-05-2012,May,2012,547226,0,79.69,3.56,225.49,5.54
9,01-06-2012,June,2012,583648.59,0,80.26,3.5,225.49,5.54
9,08-06-2012,June,2012,582525.42,0,78.91,3.45,225.49,5.54
9,15-06-2012,June,2012,564606.1,0,82.21,3.39,225.51,5.54
9,22-06-2012,June,2012,562173.12,0,81.05,3.35,225.55,5.54
9,29-06-2012,June,2012,544770.7,0,87.18,3.29,225.59,5.54
9,06-07-2012,July,2012,578790.36,0,84.15,3.23,225.63,5.28
9,13-07-2012,July,2012,536537.64,0,82.39,3.26,225.68,5.28
9,20-07-2012,July,2012,513991.57,0,83.39,3.31,225.69,5.28
9,27-07-2012,July,2012,495951,0,86.41,3.41,225.7,5.28
9,03-08-2012,August,2012,533887.54,0,90.23,3.42,225.71,5.28
9,10-08-2012,August,2012,538713.47,0,88.66,3.49,225.72,5.28
9,17-08-2012,August,2012,535153.47,0,86.37,3.57,225.8,5.28
9,24-08-2012,August,2012,572887.78,0,77.9,3.62,225.94,5.28
9,31-08-2012,August,2012,576879.15,0,80.71,3.64,226.07,5.28
9,07-09-2012,September,2012,565812.29,1,87.93,3.73,226.21,5.28
9,14-09-2012,September,2012,523427.35,0,73.55,3.72,226.36,5.28
9,21-09-2012,September,2012,533756.88,0,69.92,3.72,226.56,5.28
9,28-09-2012,September,2012,516361.06,0,76.8,3.67,226.76,5.28
9,05-10-2012,October,2012,606755.3,0,66.61,3.62,226.97,4.95
9,12-10-2012,October,2012,558464.8,0,60.09,3.6,227.17,4.95
9,19-10-2012,October,2012,542009.46,0,68.01,3.59,227.21,4.95
9,26-10-2012,October,2012,549731.49,0,69.52,3.51,227.23,4.95
10,05-02-2010,February,2010,2193048.75,0,54.34,2.96,126.44,9.77
10,12-02-2010,February,2010,2176028.52,1,49.96,2.83,126.5,9.77
10,19-02-2010,February,2010,2113432.58,0,58.22,2.92,126.53,9.77
10,26-02-2010,February,2010,2006774.96,0,52.77,2.83,126.55,9.77
10,05-03-2010,March,2010,1987090.09,0,55.92,2.88,126.58,9.77
10,12-03-2010,March,2010,1941346.13,0,52.33,3.03,126.6,9.77
10,19-03-2010,March,2010,1946875.06,0,61.46,3.05,126.61,9.77
10,26-03-2010,March,2010,1893532.46,0,60.05,2.98,126.61,9.77
10,02-04-2010,April,2010,2138651.97,0,63.66,3.09,126.6,9.52
10,09-04-2010,April,2010,2041069.37,0,65.29,3,126.6,9.52
10,16-04-2010,April,2010,1826241.44,0,69.74,3.11,126.56,9.52
10,23-04-2010,April,2010,1829521.83,0,66.42,3.05,126.47,9.52
10,30-04-2010,April,2010,1790694.59,0,69.76,3.11,126.38,9.52
10,07-05-2010,May,2010,1921432.16,0,71.06,3.13,126.29,9.52
10,14-05-2010,May,2010,1808056.41,0,73.88,3.15,126.21,9.52
10,21-05-2010,May,2010,1847613.58,0,78.32,3.12,126.18,9.52
10,28-05-2010,May,2010,1904618.17,0,76.67,3.06,126.16,9.52
10,04-06-2010,June,2010,1931406.28,0,82.82,2.94,126.14,9.52
10,11-06-2010,June,2010,1827521.71,0,89.67,3.06,126.11,9.52
10,18-06-2010,June,2010,1837636.24,0,83.49,2.94,126.11,9.52
10,25-06-2010,June,2010,1768172.31,0,90.32,3.08,126.13,9.52
10,02-07-2010,July,2010,1845893.87,0,92.89,2.98,126.14,9.2
10,09-07-2010,July,2010,1769793.37,0,91.03,3.1,126.15,9.2
10,16-07-2010,July,2010,1828052.47,0,91.8,2.97,126.15,9.2
10,23-07-2010,July,2010,1831676.03,0,88.44,3.11,126.13,9.2
10,30-07-2010,July,2010,1832664.03,0,85.03,3.02,126.11,9.2
10,06-08-2010,August,2010,1949236.09,0,86.13,3.12,126.09,9.2
10,13-08-2010,August,2010,1962996.7,0,88.37,3.05,126.06,9.2
10,20-08-2010,August,2010,1983190.56,0,89.88,3.04,126.08,9.2
10,27-08-2010,August,2010,1727565.42,0,84.99,3.02,126.09,9.2
10,03-09-2010,September,2010,1766331.45,0,83.8,3.09,126.1,9.2
10,10-09-2010,September,2010,1720530.23,1,84.04,2.96,126.11,9.2
10,17-09-2010,September,2010,1716755.78,0,85.52,3.03,126.15,9.2
10,24-09-2010,September,2010,1655036.75,0,85.75,2.94,126.19,9.2
10,01-10-2010,October,2010,1645892.97,0,86.01,3,126.23,9
10,08-10-2010,October,2010,1772192.42,0,77.04,2.92,126.28,9
10,15-10-2010,October,2010,1703850.25,0,75.48,3.08,126.33,9
10,22-10-2010,October,2010,1740234.06,0,68.12,3.01,126.38,9
10,29-10-2010,October,2010,1741308.56,0,68.76,3.13,126.44,9
10,05-11-2010,November,2010,1832211.96,0,71.04,3.01,126.49,9
10,12-11-2010,November,2010,1895901.59,0,61.24,3.13,126.55,9
10,19-11-2010,November,2010,1949177.13,0,58.83,3.05,126.61,9
10,26-11-2010,November,2010,2939946.38,1,55.33,3.16,126.67,9
10,03-12-2010,December,2010,2251206.64,0,51.17,3.04,126.73,9
10,10-12-2010,December,2010,2411790.21,0,60.51,3.09,126.79,9
10,17-12-2010,December,2010,2811646.85,0,59.15,3.13,126.88,9
10,24-12-2010,December,2010,3749057.69,0,57.06,3.24,126.98,9
10,31-12-2010,December,2010,1707298.14,1,49.67,3.15,127.09,9
10,07-01-2011,January,2011,1714309.9,0,43.43,3.29,127.19,8.74
10,14-01-2011,January,2011,1710803.59,0,49.98,3.31,127.3,8.74
10,21-01-2011,January,2011,1677556.18,0,56.75,3.34,127.44,8.74
10,28-01-2011,January,2011,1715769.05,0,53.03,3.23,127.58,8.74
10,04-02-2011,February,2011,1968045.91,0,44.88,3.35,127.72,8.74
10,11-02-2011,February,2011,2115408.31,1,51.51,3.38,127.86,8.74
10,18-02-2011,February,2011,2106934.55,0,61.77,3.43,128,8.74
10,25-02-2011,February,2011,1967996.71,0,53.59,3.4,128.13,8.74
10,04-03-2011,March,2011,1958003.19,0,56.96,3.67,128.26,8.74
10,11-03-2011,March,2011,1933469.15,0,64.22,3.63,128.4,8.74
10,18-03-2011,March,2011,1884734.31,0,70.12,3.89,128.51,8.74
10,25-03-2011,March,2011,1815798.85,0,62.53,3.72,128.62,8.74
10,01-04-2011,April,2011,1827733.18,0,67.64,3.77,128.72,8.49
10,08-04-2011,April,2011,1870720.73,0,73.03,3.82,128.82,8.49
10,15-04-2011,April,2011,1781767.22,0,61.05,4.09,128.91,8.49
10,22-04-2011,April,2011,2004831.14,0,75.93,3.92,128.96,8.49
10,29-04-2011,April,2011,1873646.34,0,73.38,4.15,129,8.49
10,06-05-2011,May,2011,1841369.99,0,73.56,4.19,129.04,8.49
10,13-05-2011,May,2011,1712995.44,0,74.04,4.2,129.09,8.49
10,20-05-2011,May,2011,1720908.01,0,72.62,3.99,129.08,8.49
10,27-05-2011,May,2011,1743000.38,0,78.62,3.93,129.06,8.49
10,03-06-2011,June,2011,1792210.89,0,81.87,3.89,129.05,8.49
10,10-06-2011,June,2011,1740063.1,0,84.57,3.98,129.04,8.49
10,17-06-2011,June,2011,1817934.76,0,87.96,3.94,129.04,8.49
10,24-06-2011,June,2011,1711813.13,0,90.69,3.81,129.07,8.49
10,01-07-2011,July,2011,1751369.75,0,95.36,3.84,129.09,8.26
10,08-07-2011,July,2011,1699708.38,0,88.57,3.79,129.11,8.26
10,15-07-2011,July,2011,1775068.4,0,86.01,3.78,129.13,8.26
10,22-07-2011,July,2011,1774342.61,0,88.59,3.7,129.15,8.26
10,29-07-2011,July,2011,1745841.33,0,86.75,3.69,129.17,8.26
10,05-08-2011,August,2011,1886299.98,0,89.8,3.8,129.18,8.26
10,12-08-2011,August,2011,1917397.63,0,85.61,3.79,129.2,8.26
10,19-08-2011,August,2011,1954849.68,0,87.4,3.74,129.24,8.26
10,26-08-2011,August,2011,1728399.07,0,91.59,3.66,129.28,8.26
10,02-09-2011,September,2011,1758587.35,0,91.61,3.8,129.33,8.26
10,09-09-2011,September,2011,1670579.82,1,89.06,3.77,129.37,8.26
10,16-09-2011,September,2011,1650894.3,0,77.49,3.78,129.43,8.26
10,23-09-2011,September,2011,1685910.53,0,82.51,3.79,129.52,8.26
10,30-09-2011,September,2011,1627707.31,0,82.27,3.88,129.61,8.26
10,07-10-2011,October,2011,1788227.6,0,75.01,3.83,129.69,7.87
10,14-10-2011,October,2011,1704753.02,0,70.27,3.7,129.77,7.87
10,21-10-2011,October,2011,1745928.56,0,77.91,3.84,129.78,7.87
10,28-10-2011,October,2011,1771792.97,0,72.79,3.84,129.79,7.87
10,04-11-2011,November,2011,1904438.59,0,68.57,3.83,129.81,7.87
10,11-11-2011,November,2011,2076570.84,0,55.28,3.68,129.82,7.87
10,18-11-2011,November,2011,1869087.85,0,58.97,3.67,129.83,7.87
10,25-11-2011,November,2011,2950198.64,1,60.68,3.76,129.84,7.87
10,02-12-2011,December,2011,2068097.18,0,57.29,3.7,129.85,7.87
10,09-12-2011,December,2011,2429310.9,0,42.58,3.64,129.86,7.87
10,16-12-2011,December,2011,2555031.18,0,50.53,3.49,129.9,7.87
10,23-12-2011,December,2011,3487986.89,0,48.36,3.54,129.98,7.87
10,30-12-2011,December,2011,1930690.37,1,48.92,3.43,130.07,7.87
10,06-01-2012,January,2012,1683401.78,0,59.85,3.44,130.16,7.55
10,13-01-2012,January,2012,1711562.73,0,51,3.48,130.24,7.55
10,20-01-2012,January,2012,1675562.94,0,54.51,3.66,130.28,7.55
10,27-01-2012,January,2012,1632406,0,53.59,3.68,130.31,7.55
10,03-02-2012,February,2012,1867403.01,0,56.85,3.54,130.35,7.55
10,10-02-2012,February,2012,2218595.8,1,55.73,3.72,130.38,7.55
10,17-02-2012,February,2012,2168709.76,0,54.12,3.78,130.45,7.55
10,24-02-2012,February,2012,2039415.74,0,56.02,3.95,130.55,7.55
10,02-03-2012,March,2012,1990371.02,0,57.62,3.88,130.65,7.55
10,09-03-2012,March,2012,1917483.1,0,57.65,3.96,130.74,7.55
10,16-03-2012,March,2012,1930814.66,0,62.11,4.27,130.83,7.55
10,23-03-2012,March,2012,1837457.69,0,56.54,4.29,130.9,7.55
10,30-03-2012,March,2012,1815760.42,0,67.92,4.29,130.97,7.55
10,06-04-2012,April,2012,2163384.17,0,65.99,4.28,131.04,7.38
10,13-04-2012,April,2012,1974687.51,0,70.28,4.25,131.11,7.38
10,20-04-2012,April,2012,1777166.53,0,67.75,4.11,131.12,7.38
10,27-04-2012,April,2012,1712987.56,0,80.11,4.09,131.13,7.38
10,04-05-2012,May,2012,1821364.42,0,77.02,4.06,131.14,7.38
10,11-05-2012,May,2012,1792345.3,0,76.03,4.19,131.15,7.38
10,18-05-2012,May,2012,1795152.73,0,85.19,4.31,131.1,7.38
10,25-05-2012,May,2012,1830939.1,0,86.03,4.13,131.03,7.38
10,01-06-2012,June,2012,1767471.48,0,80.06,4.28,130.96,7.38
10,08-06-2012,June,2012,1840491.41,0,86.87,4.1,130.89,7.38
10,15-06-2012,June,2012,1811562.88,0,88.58,4.14,130.83,7.38
10,22-06-2012,June,2012,1755334.18,0,89.92,4.01,130.79,7.38
10,29-06-2012,June,2012,1707481.9,0,91.36,3.88,130.76,7.38
10,06-07-2012,July,2012,1805999.79,0,86.87,3.67,130.72,7.17
10,13-07-2012,July,2012,1765571.91,0,89.8,3.72,130.68,7.17
10,20-07-2012,July,2012,1869967.03,0,84.45,3.59,130.7,7.17
10,27-07-2012,July,2012,1817603.66,0,83.98,3.77,130.72,7.17
10,03-08-2012,August,2012,1939440.09,0,84.76,3.6,130.74,7.17
10,10-08-2012,August,2012,1880436.94,0,90.78,3.81,130.76,7.17
10,17-08-2012,August,2012,1827797.4,0,88.83,4,130.79,7.17
10,24-08-2012,August,2012,1764984.15,0,82.5,4.06,130.84,7.17
10,31-08-2012,August,2012,1650285.54,0,86.97,3.89,130.89,7.17
10,07-09-2012,September,2012,1708283.28,1,83.07,4.12,130.93,7.17
10,14-09-2012,September,2012,1640168.99,0,78.47,3.97,130.98,7.17
10,21-09-2012,September,2012,1671857.57,0,81.93,4.13,131.01,7.17
10,28-09-2012,September,2012,1694862.41,0,82.52,3.97,131.04,7.17
10,05-10-2012,October,2012,1758971.38,0,80.88,4.13,131.08,6.94
10,12-10-2012,October,2012,1713889.11,0,76.03,4.47,131.11,6.94
10,19-10-2012,October,2012,1734834.82,0,72.71,4.45,131.15,6.94
10,26-10-2012,October,2012,1744349.05,0,70.5,4.3,131.19,6.94
11,05-02-2010,February,2010,1528008.64,0,46.04,2.57,214.42,7.37
11,12-02-2010,February,2010,1574684.08,1,48.01,2.55,214.57,7.37
11,19-02-2010,February,2010,1503298.7,0,48.3,2.51,214.62,7.37
11,26-02-2010,February,2010,1336404.65,0,52.79,2.56,214.65,7.37
11,05-03-2010,March,2010,1426622.65,0,53.96,2.63,214.68,7.37
11,12-03-2010,March,2010,1331883.16,0,64.1,2.67,214.7,7.37
11,19-03-2010,March,2010,1364207,0,61.51,2.72,214.53,7.37
11,26-03-2010,March,2010,1245624.27,0,58.09,2.73,214.32,7.37
11,02-04-2010,April,2010,1446210.26,0,66.16,2.72,214.12,7.34
11,09-04-2010,April,2010,1470308.32,0,69.57,2.77,213.91,7.34
11,16-04-2010,April,2010,1323243.35,0,67.81,2.81,213.77,7.34
11,23-04-2010,April,2010,1283766.55,0,68.37,2.8,213.72,7.34
11,30-04-2010,April,2010,1239766.89,0,71.13,2.78,213.67,7.34
11,07-05-2010,May,2010,1312329.78,0,75.57,2.84,213.62,7.34
11,14-05-2010,May,2010,1266796.13,0,77.64,2.85,213.62,7.34
11,21-05-2010,May,2010,1271646.62,0,76.97,2.83,213.91,7.34
11,28-05-2010,May,2010,1264272.52,0,79.69,2.76,214.2,7.34
11,04-06-2010,June,2010,1396322.19,0,79.66,2.71,214.5,7.34
11,11-06-2010,June,2010,1339570.85,0,82.81,2.67,214.79,7.34
11,18-06-2010,June,2010,1336522.92,0,84.13,2.64,214.79,7.34
11,25-06-2010,June,2010,1262025.08,0,84.5,2.65,214.67,7.34
11,02-07-2010,July,2010,1302600.14,0,83.09,2.67,214.55,7.35
11,09-07-2010,July,2010,1280156.47,0,83.01,2.64,214.43,7.35
11,16-07-2010,July,2010,1290609.54,0,84.9,2.62,214.42,7.35
11,23-07-2010,July,2010,1244390.03,0,84.57,2.61,214.56,7.35
11,30-07-2010,July,2010,1250178.89,0,83.26,2.64,214.7,7.35
11,06-08-2010,August,2010,1369634.92,0,86.54,2.63,214.83,7.35
11,13-08-2010,August,2010,1384339.1,0,87.73,2.69,214.97,7.35
11,20-08-2010,August,2010,1430192.37,0,88.93,2.66,214.93,7.35
11,27-08-2010,August,2010,1311263.07,0,87.7,2.62,214.89,7.35
11,03-09-2010,September,2010,1303914.27,0,84.94,2.58,214.85,7.35
11,10-09-2010,September,2010,1231428.46,1,81.93,2.57,214.81,7.35
11,17-09-2010,September,2010,1215676.31,0,83.04,2.58,214.83,7.35
11,24-09-2010,September,2010,1170103.25,0,77.36,2.62,214.91,7.35
11,01-10-2010,October,2010,1182490.46,0,75.11,2.6,214.98,7.56
11,08-10-2010,October,2010,1293472.8,0,68.71,2.63,215.06,7.56
11,15-10-2010,October,2010,1175003.67,0,71.46,2.72,215.13,7.56
11,22-10-2010,October,2010,1169831.38,0,72.6,2.73,215.18,7.56
11,29-10-2010,October,2010,1195036,0,74.21,2.72,215.23,7.56
11,05-11-2010,November,2010,1332759.13,0,64.41,2.69,215.28,7.56
11,12-11-2010,November,2010,1281675.6,0,63.74,2.73,215.33,7.56
11,19-11-2010,November,2010,1292346.57,0,58.63,2.77,215.21,7.56
11,26-11-2010,November,2010,1757242.51,1,69.9,2.74,215.06,7.56
11,03-12-2010,December,2010,1380522.64,0,55.9,2.71,214.92,7.56
11,10-12-2010,December,2010,1564516.43,0,53.33,2.84,214.77,7.56
11,17-12-2010,December,2010,1843971.15,0,54.63,2.87,214.7,7.56
11,24-12-2010,December,2010,2306265.36,0,59.33,2.89,214.7,7.56
11,31-12-2010,December,2010,1172003.1,1,55.03,2.94,214.7,7.56
11,07-01-2011,January,2011,1178905.44,0,54.43,2.98,214.7,7.55
11,14-01-2011,January,2011,1194449.78,0,45.34,2.98,214.75,7.55
11,21-01-2011,January,2011,1187776.19,0,51.51,3.02,215.13,7.55
11,28-01-2011,January,2011,1100418.69,0,51.04,3.01,215.51,7.55
11,04-02-2011,February,2011,1422546.05,0,47.17,2.99,215.89,7.55
11,11-02-2011,February,2011,1419236.9,1,44.61,3.02,216.27,7.55
11,18-02-2011,February,2011,1554747.15,0,61.5,3.05,216.58,7.55
11,25-02-2011,February,2011,1323999.36,0,68.74,3.07,216.88,7.55
11,04-03-2011,March,2011,1399456.99,0,66.5,3.29,217.17,7.55
11,11-03-2011,March,2011,1314557.31,0,63.29,3.46,217.47,7.55
11,18-03-2011,March,2011,1391813.69,0,70.17,3.49,217.72,7.55
11,25-03-2011,March,2011,1229777.24,0,73.74,3.47,217.97,7.55
11,01-04-2011,April,2011,1258674.12,0,69.1,3.52,218.21,7.57
11,08-04-2011,April,2011,1327401.06,0,73.57,3.62,218.46,7.57
11,15-04-2011,April,2011,1312905.8,0,76.64,3.74,218.68,7.57
11,22-04-2011,April,2011,1388118.53,0,78.31,3.81,218.85,7.57
11,29-04-2011,April,2011,1357589.89,0,79.97,3.81,219.02,7.57
11,06-05-2011,May,2011,1331453.41,0,71.39,3.91,219.2,7.57
11,13-05-2011,May,2011,1277959.42,0,80.93,3.9,219.37,7.57
11,20-05-2011,May,2011,1239466.97,0,76.97,3.91,219.13,7.57
11,27-05-2011,May,2011,1216876.52,0,85.61,3.79,218.89,7.57
11,03-06-2011,June,2011,1343637,0,86.14,3.7,218.64,7.57
11,10-06-2011,June,2011,1314626.75,0,85.79,3.65,218.4,7.57
11,17-06-2011,June,2011,1337506.74,0,87.9,3.64,218.36,7.57
11,24-06-2011,June,2011,1254587.84,0,86.13,3.59,218.45,7.57
11,01-07-2011,July,2011,1297472.06,0,86.43,3.52,218.55,7.57
11,08-07-2011,July,2011,1334627.96,0,87.17,3.48,218.64,7.57
11,15-07-2011,July,2011,1266546.73,0,88.3,3.58,218.73,7.57
11,22-07-2011,July,2011,1290576.44,0,87.8,3.65,218.79,7.57
11,29-07-2011,July,2011,1212938.67,0,89.46,3.68,218.84,7.57
11,05-08-2011,August,2011,1403198.94,0,90.04,3.68,218.9,7.57
11,12-08-2011,August,2011,1354188.43,0,90.3,3.64,218.96,7.57
11,19-08-2011,August,2011,1484169.74,0,89.51,3.55,219.02,7.57
11,26-08-2011,August,2011,1304706.75,0,89.09,3.52,219.09,7.57
11,02-09-2011,September,2011,1297792.41,0,91.44,3.53,219.15,7.57
11,09-09-2011,September,2011,1249439.95,1,84.91,3.55,219.21,7.57
11,16-09-2011,September,2011,1270816.01,0,85.11,3.53,219.4,7.57
11,23-09-2011,September,2011,1235775.15,0,82.14,3.47,219.74,7.57
11,30-09-2011,September,2011,1190515.83,0,84.4,3.36,220.09,7.57
11,07-10-2011,October,2011,1346271.06,0,76.97,3.29,220.43,7.2
11,14-10-2011,October,2011,1286388.96,0,75.56,3.27,220.75,7.2
11,21-10-2011,October,2011,1325107.53,0,70.91,3.35,220.91,7.2
11,28-10-2011,October,2011,1310684.1,0,72.66,3.37,221.08,7.2
11,04-11-2011,November,2011,1458287.38,0,61.13,3.33,221.25,7.2
11,11-11-2011,November,2011,1366053.69,0,64.2,3.3,221.41,7.2
11,18-11-2011,November,2011,1315091.63,0,66.17,3.31,221.64,7.2
11,25-11-2011,November,2011,1848953.48,1,70.03,3.24,221.9,7.2
11,02-12-2011,December,2011,1399322.44,0,56.89,3.17,222.16,7.2
11,09-12-2011,December,2011,1646655.94,0,50.63,3.16,222.42,7.2
11,16-12-2011,December,2011,1783910.06,0,59.69,3.16,222.64,7.2
11,23-12-2011,December,2011,2213518.5,0,54.29,3.11,222.83,7.2
11,30-12-2011,December,2011,1352084.21,1,48.86,3.13,223.01,7.2
11,06-01-2012,January,2012,1283885.55,0,54.44,3.16,223.19,6.83
11,13-01-2012,January,2012,1264736.59,0,53.1,3.26,223.38,6.83
11,20-01-2012,January,2012,1207303.29,0,56.43,3.27,223.47,6.83
11,27-01-2012,January,2012,1162675.85,0,58.36,3.29,223.56,6.83
11,03-02-2012,February,2012,1376732.18,0,60.24,3.36,223.66,6.83
11,10-02-2012,February,2012,1574287.76,1,52.23,3.41,223.75,6.83
11,17-02-2012,February,2012,1569607.94,0,52.77,3.51,223.92,6.83
11,24-02-2012,February,2012,1379473.03,0,61.11,3.56,224.13,6.83
11,02-03-2012,March,2012,1438383.44,0,62.61,3.63,224.35,6.83
11,09-03-2012,March,2012,1413382.76,0,61.44,3.67,224.56,6.83
11,16-03-2012,March,2012,1441884.28,0,64.21,3.73,224.72,6.83
11,23-03-2012,March,2012,1300593.61,0,67.16,3.79,224.79,6.83
11,30-03-2012,March,2012,1300104.03,0,70.23,3.85,224.87,6.83
11,06-04-2012,April,2012,1596325.01,0,74.19,3.89,224.94,6.66
11,13-04-2012,April,2012,1472752.01,0,72.74,3.89,225.01,6.66
11,20-04-2012,April,2012,1315356.99,0,71.97,3.88,225.07,6.66
11,27-04-2012,April,2012,1236238.29,0,73.4,3.81,225.12,6.66
11,04-05-2012,May,2012,1370251.22,0,79.07,3.75,225.18,6.66
11,11-05-2012,May,2012,1300147.07,0,75.13,3.69,225.24,6.66
11,18-05-2012,May,2012,1352442.31,0,72.53,3.63,225.25,6.66
